,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
3764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COCCC#N
3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCSSCCC(=O)O
3767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[n+]1ccccc1
3768,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1
3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSc1ccc(C=O)cc1
3770,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
3771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=S)N(C)C
3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOCCC
3773,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl
3774,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1
3775,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSC(C)(C)/C=N\O
3776,0.0,,1.0,,,,,1.0,0.0,,,,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
3777,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc2ccccc2n1
3778,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl
3779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#CCCCl
3780,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClCBr
3781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(=O)[O-].[Ca+2]
3782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C=CC(C)(C)C
3783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCc1cccc(CC)c1N
3784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1ccccc1
3785,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
3786,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,c1ccc2cc3c(ccc4ccccc43)cc2c1
3787,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,1.0,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
3788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
3789,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
3790,0.0,,1.0,,0.0,,,,0.0,,,1.0,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
3791,0.0,,0.0,,1.0,1.0,,,0.0,0.0,1.0,,CCCCCCCCCCCCCCCC[N+](C)(C)C
3792,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1ccc(C)c(S(=O)(=O)[O-])c1
3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(C(Cl)Cl)N1CCOC12CCCCC2
3794,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=CC(C)C(C=O)CC1
3795,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Br[Ca]Br
3796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
3797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CC(C)c1cccc(O)c1
3798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCN
3799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CCC(C)(C)C1CCCCC1OC(C)=O
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC
3802,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2
3803,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-]
3804,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
3805,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C[n+]1ccn(CCO)c1
3806,0.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,1.0,,CCCCCCCCn1cc[n+](C)c1
3807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H]([C@H](O)c1ccccc1)N(C)C
3808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O
3809,,,,,,,,,,0.0,,,Cc1ccc(C(C)C)cc2c(C)ccc1-2
3810,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
3811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)N
3812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)C=O
3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)C(=O)Cl
3814,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
3815,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
3816,,,,,,,,0.0,,0.0,,,c1ccc2nc(N3CCNCC3)ccc2c1
3817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
3818,0.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,Nc1nc2ccc(OC(F)(F)F)cc2s1
3819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
3820,,,,,,,,0.0,,0.0,,,C1COC(NC(C2CC2)C2CC2)=N1
3821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCN(CCC)CCc1cccc2c1CC(=O)N2
3822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
3823,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
3824,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
3825,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
3826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
3827,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,,CC(C)(C)CC(C)(C)c1ccc(O)cc1
3828,0.0,,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
3829,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)NC(Cc1ccccc1)C(=O)O
3830,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
3831,,,,,,,,0.0,,0.0,,,C#CC(O)(/C=C\Cl)CC
3832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1
3833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC1(C)CC(=O)NC1=O
3834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,BrCCCCCCBr
3835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
3836,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,CC(C)CC(=O)C1C(=O)c2ccccc2C1=O
3837,0.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,0.0,O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1
3838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)Nc1ccccc1
3839,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
3840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O
3841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1
3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCOC(CC)OC(C)COC(O)CC
3843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
3844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C)C1CCC(O)CC1
3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCc1nc(C)c[nH]1
3847,,,,,,,,0.0,,0.0,,,Cc1ccc(Cl)c(O)c1
3848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)C(=O)C(C)(C)C1=O
3849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC(=O)C1c2ccccc2CCc2ccccc21
3850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,NCCOCCOCCN
3851,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
3852,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
3853,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
3854,0.0,,0.0,0.0,1.0,,,,0.0,,0.0,1.0,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1
3856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCc1ccccc1
3858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1
3859,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
3860,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
3861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C
3862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOP(OCC)OCC
3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)CC(=O)CC(C)CC(C)C
3864,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O=[N+]([O-])c1ccc2ncccc2c1
3866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1cccc2cccnc12
3867,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C=O
3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,O=c1[nH]cc(F)c(=O)[nH]1
3870,1.0,1.0,0.0,,,,,,,0.0,,0.0,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
3871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
3872,,,,,,,,0.0,,0.0,,,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@H]2O)OC[C@@]1(C)O
3873,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(NNCS(=O)(=O)[O-])c1ccncc1
3874,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,1.0,CCCCCCCCCC(=O)NO
3875,,,,,,,,0.0,,0.0,,,CCC(C)C(N)C(=O)O
3876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2
3877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1
3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCC(C)(C)S
3879,0.0,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
3880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCc1ccccc1CC
3881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1
3882,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1
3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
3884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c1ccc2c(c1)Cc1ccccc1-2
3886,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,c1ccc2c(c1)-c1cccc3cccc-2c13
3887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)CC(C)(C)C1CCCCC1
3888,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,CC1(O)CSC(C)(O)CS1
3889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
3890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1
3891,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21
3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
3893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C/C=C(\C)C(=O)OCCc1ccccc1
3894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2
3895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCNc1nc(NC(C)CC)nc(OC)n1
3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCNc1nc(NCC)nc(SC)n1
3897,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
3898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OC/C=C(/C)CCC=C(C)C
3899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC(=O)C(C)=O
3900,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1ccnc2ccccc12
3901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCc1ccccc1
3902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccccc1OC
3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC/C=C/CO
3904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cccc(OC)c1
3905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCCCC
3906,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,,0.0,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C
3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)c1nccnc1OC
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N
3910,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)CC(=O)CC(C)(C)N1[O]
3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCC1CC2CC1C1CCC(CO)C21
3912,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1
3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-]
3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(=O)/C=C(\C)O[Ti](O/C(C)=C/C(=O)OCC)(OC(C)C)OC(C)C
3915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)C(O)C(C)(C)C1O
3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
3917,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,O=C1OC(=O)c2cccc3cccc1c23
3918,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1
3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H](CCCCN)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
3920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
3921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,O=C(O)CC(C(=O)O)S(=O)(=O)O
3922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN
3923,,,,,,,,0.0,,0.0,,,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
3925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CCCNC(C)(C)COC(=O)c1ccccc1
3926,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
3927,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
3928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCC(O)c1ccccc1
3930,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,,,1.0,CC1=CC(=O)c2ccccc2C1=O
3931,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1cc(O)ccc1Cl
3932,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
